_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend:confidence,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend:confidence_summary,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend:confidence,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend:confidence_summary,_activity,_activity:confidence,_activity:confidence_summary,_scenario,_scenario:confidence,_scenario:confidence_summary,what_is_the_main_scenario_portrayed_in_the_image,what_is_the_main_scenario_portrayed_in_the_image:confidence,what_is_the_main_scenario_portrayed_in_the_image:confidence_summary,which_activities_are_the_people_involved_in,which_activities_are_the_people_involved_in:confidence,which_activities_are_the_people_involved_in:confidence_summary,which_of_the_following_emotions_are_the_people_expressing,which_of_the_following_emotions_are_the_people_expressing:confidence,which_of_the_following_emotions_are_the_people_expressing:confidence_summary,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,are_the_people_an_important_part_of_the_image,are_the_people_an_important_part_of_the_image_gold,are_the_people_an_important_part_of_the_image_gold_reason,are_the_people_an_important_part_of_the_imageconfidence,are_the_people_interacting_with_each_,are_the_people_interacting_with_each__gold,are_the_people_interacting_with_each__gold_reason,are_the_people_interacting_with_each_confidence,are_there_people_in_the_image,are_there_people_in_the_image_gold,are_there_people_in_the_image_gold_reason,are_there_people_in_the_imageconfidence,are_there_people_in_the_imageconfidence_summary,batch_num,can_you_clearly_see_the_persons__peoples_faces,can_you_clearly_see_the_persons__peoples_faces_gold,can_you_clearly_see_the_persons__peoples_faces_gold_reason,can_you_clearly_see_the_persons__peoples_facesconfidence,can_you_clearly_see_the_persons__peoples_facesconfidence_summary,cant_access,cant_access_gold,cant_access_gold_reason,cant_accessconfidence,code,do_either_of_the_following_labels_apply_to_the_people_in_the_image,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold_reason,do_either_of_the_following_labels_apply_to_the_people_in_the_imageconfidence,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend_gold,how_many_people_are_in_the_image,how_many_people_are_in_the_image_gold,how_many_people_are_in_the_image_gold_reason,how_many_people_are_in_the_imageconfidence,image_url,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend_gold,nil,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,_activity_gold,_scenario_gold,system_identifier,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_gender_of_the_people_in_the_image,what_is_the_gender_of_the_people_in_the_image_gold,what_is_the_gender_of_the_people_in_the_image_gold_reason,what_is_the_gender_of_the_people_in_the_imageconfidence,what_is_the_main_scenario_portrayed_in_the_image_gold,what_is_the_photo_type_of_the_image__choose_all_that_apply,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold_reason,what_is_the_photo_type_of_the_image__choose_all_that_applyconfidence,what_physical_position_are_the_people_in,what_physical_position_are_the_people_in_gold,what_physical_position_are_the_people_in_gold_reason,what_physical_position_are_the_people_inconfidence,which_activities_are_the_people_involved_in_gold,which_of_the_following_emotions_are_the_people_expressing_gold,Keywords
",TRUE,,,0.6779,,,,,,,,,,0,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/2/c/2/TRU1394800.jpg,,,FALSE,3/10/17 22:47,3,1177858084,finalized,,,TRU1394800,Young Adult,,,0.3221,White or Caucasian,,,0.3221,Female,,,0.3221,,Eye contact / looking at camera,,,0.3221,Lying Down,,,0.3221,,,beauty|fashion||||Lying Down

1191980000,FALSE,finalized,3,3/30/17 15:09,beauty,0.6572,""""": 0.343
""beauty"": 0.657
",fashion,0.6572,""""": 0.343
""fashion"": 0.657
",,,,,,,,0.6773,""""": 0.677
""fashion"": 0.323
",,0.6655,""""": 0.666
""walking"": 0.334
""relaxing"": 0.323
",,0.6655,""""": 0.666
""neutral"": 0.657
",FALSE,3/22/17 17:19,3,1178717119,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/a/a/2/e/TRU1394803.jpg,,,FALSE,3/10/17 22:56,3,1177858087,finalized,,,TRU1394803,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Half length shot,,,0.6923,Sitting,,,0.6923,,,beauty|fashion||||Sitting

1191980007,FALSE,finalized,3,3/30/17 15:12,beauty,0.3406,"""beauty"": 0.341
"""": 0.329
"""": 0.33
",fashion,0.6708,"""fashion"": 0.671
"""": 0.329
",,,,,,,,0.6698,""""": 0.67
""fashion"": 0.33
",,0.6698,""""": 0.67
""kissing"": 0.33
",neutral,0.6698,"""neutral"": 0.67
""happiness"": 0.33
",FALSE,3/22/17 17:03,3,1178717126,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/a/4/e/b/TRU1394810.jpg,,,FALSE,3/10/17 22:50,3,1177858094,finalized,,,TRU1394810,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Half length shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191980013,FALSE,finalized,3,3/30/17 15:03,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,0,,,,,,0.6744,""""": 0.674
""fashion"": 0.326
",,1,""""": 1.0
"""": 0.326
",neutral,1,"""neutral"": 1.0
"""": 0.333
",FALSE,3/22/17 16:51,3,1178717131,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/9/0/f/TRU1394815.jpg,,,FALSE,3/10/17 23:00,3,1177858099,finalized,,,TRU1394815,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Half length shot,,,0.6703,Standing,,,1,,,beauty|fashion||||Standing

1191980032,FALSE,finalized,3,3/30/17 15:47,beauty,0.3545,""""": 0.322
"""": 0.323
""beauty"": 0.355
",fashion,0.3545,""""": 0.322
"""": 0.323
""fashion"": 0.355
",,,,,,,,0.6455,""""": 0.645
""relaxation"": 0.355
",,0.6455,""""": 0.645
""relaxing"": 0.355
",neutral,0.3545,""""": 0.322
""stress"": 0.323
""neutral"": 0.355
",FALSE,3/22/17 16:40,3,1178717152,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/5/0/3/TRU1398816.jpg,,,FALSE,3/10/17 23:01,3,1177858129,finalized,,,TRU1398816,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,0.3517,Sitting,,,1,,,beauty|fashion||||Sitting

1191980050,FALSE,finalized,3,3/30/17 15:48,beauty,0.6792,"""beauty"": 0.679
"""": 0.321
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6792,""""": 0.679
""fashion"": 0.321
",,1,""""": 1.0
",,0.6691,"""neutral"": 0.348
"""": 0.669
"""": 0.348
""confusion"": 0.331
",FALSE,3/22/17 17:06,3,1178717169,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/e/7/6/TRU1398835.jpg,,,FALSE,3/10/17 22:42,3,1177858146,finalized,,,TRU1398835,Young Adult,,,0.6713,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191980188,FALSE,finalized,3,3/30/17 15:13,beauty,0.3395,"""beauty"": 0.34
"""": 0.336
"""": 0.324
",fashion,1,"""fashion"": 1.0
",,0,,,,,,0.6757,""""": 0.676
""fashion"": 0.324
",,0.6757,""""": 0.676
"""": 0.324
",neutral,1,"""neutral"": 1.0
"""": 0.34
"""": 0.34
",FALSE,3/22/17 17:08,3,1178717212,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/0/b/2/TRU1399507.jpg,,,FALSE,3/10/17 23:03,3,1177858191,finalized,,,TRU1399507,Mid Adult,,,0.6738,White or Caucasian,,,0.6738,Male,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191980211,FALSE,finalized,3,3/30/17 15:38,beauty,0.6585,""""": 0.341
""beauty"": 0.659
",fashion,0.6585,""""": 0.341
""fashion"": 0.659
",,,,,,,,0.6585,""""": 0.659
""fashion"": 0.341
",,0.6585,""""": 0.659
""relaxing"": 0.341
",neutral,0.6585,""""": 0.341
""neutral"": 0.659
",FALSE,3/22/17 16:58,3,1178717235,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/c/6/6/e/TRU1400003.jpg,,,FALSE,3/10/17 23:01,3,1177858221,finalized,,,TRU1400003,Young Adult,,,1,Black or African Descent,,,1,Female,,,1,,Half length shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191980227,FALSE,finalized,3,3/30/17 15:37,beauty,0.6669,"""beauty"": 0.667
"""": 0.333
",fashion,0.6669,"""fashion"": 0.667
"""": 0.333
",,,,,,,,0.6811,""""": 0.681
""fashion"": 0.319
",,1,""""": 1.0
",,0.6811,""""": 0.681
""neutral"": 0.319
",FALSE,3/22/17 17:13,3,1178717250,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,semi identifiable,,,0.6667,"""semi identifiable"": 0.667
""identifiable"": 0.333
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/b/1/b/TRU1400454.jpg,,,FALSE,3/10/17 23:00,3,1177858240,finalized,,,TRU1400454,Young Adult,,,1,White or Caucasian,,,0.6746,Female,,,1,,Half length shot,,,0.6746,Standing,,,1,,,beauty|fashion||||Standing

1191980228,FALSE,finalized,3,3/30/17 15:51,beauty,0.6667,"""beauty"": 0.667
"""": 0.333
",fashion,0.6667,"""fashion"": 0.667
"""": 0.333
",,,,,,,,0.6667,"""fashion"": 0.333
"""": 0.667
",,0.6667,""""": 0.667
""walking"": 0.333
",neutral,0.6667,"""stress"": 0.333
""neutral"": 0.667
"""": 0.333
""anger"": 0.333
",FALSE,3/22/17 17:22,3,1178717251,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6667,"""semi identifiable"": 0.333
""identifiable"": 0.667
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/0/1/c/2/TRU1400455.jpg,,,FALSE,3/10/17 22:58,3,1177858241,finalized,,,TRU1400455,Young Adult,,,1,White or Caucasian,,,1,Female,,,0.6587,,Half length shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191980231,FALSE,finalized,3,3/30/17 14:54,beauty,0.6705,"""beauty"": 0.67
"""": 0.33
",fashion,0.6705,"""fashion"": 0.67
"""": 0.33
",,,,,,,,0.6705,""""": 0.67
""fashion"": 0.33
",,1,""""": 1.0
",,0.659,"""neutral"": 0.341
"""": 0.659
",FALSE,3/22/17 16:59,3,1178717254,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6571,"""semi identifiable"": 0.343
""identifiable"": 0.657
",,,,1,,,,,,,1 person,,,0.724,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/2/4/f/b/TRU1400458.jpg,,,FALSE,3/10/17 22:57,3,1177858244,finalized,,,TRU1400458,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Half length shot,,,1,Standing,,,0.5028,,,beauty|fashion||||Standing

1191980233,FALSE,finalized,3,3/30/17 15:49,beauty,0.6869,"""beauty"": 0.687
"""": 0.313
",fashion,0.6869,"""fashion"": 0.687
"""": 0.313
",,,,,,,,0.6548,"""fashion"": 0.345
"""": 0.655
",,1,""""": 1.0
",neutral,0.6583,"""neutral"": 0.658
"""": 0.342
",FALSE,3/22/17 17:17,3,1178717256,finalized,Yes,,,1,Yes,,,0.6333,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,2 people,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/0/5/d/TRU1400460.jpg,,,FALSE,3/10/17 22:54,3,1177858246,finalized,,,TRU1400460,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Half length shot,,,0.7148,Standing,,,0.7148,,,beauty|fashion||||Standing

1191980241,FALSE,finalized,3,3/30/17 15:46,beauty,0.6792,"""beauty"": 0.679
"""": 0.321
",fashion,0.6792,"""fashion"": 0.679
"""": 0.321
",,,,,,,,0.6854,"""fashion"": 0.315
"""": 0.685
",,1,""""": 1.0
",,0.6792,""""": 0.679
""neutral"": 0.321
",FALSE,3/22/17 17:01,3,1178717263,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/8/f/b/TRU1400467.jpg,,,FALSE,3/10/17 23:00,3,1177858253,finalized,,,TRU1400467,Young Adult,,,1,Black or African Descent,,,0.66,Female,,,1,,Half length shot,,,0.34,Standing,,,1,,,beauty|fashion||||Standing

1191980242,FALSE,finalized,3,3/30/17 16:13,beauty,1,"""beauty"": 1.0
",fashion,0.661,"""fashion"": 0.661
"""": 0.339
",,0,,,,,,0.661,"""fashion"": 0.339
"""": 0.661
",,0.661,""""": 0.339
"""": 0.661
",neutral,0.661,"""neutral"": 0.661
"""": 0.339
",FALSE,3/22/17 17:12,3,1178717264,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/2/7/c/TRU1400468.jpg,,,FALSE,3/10/17 23:04,3,1177858254,finalized,,,TRU1400468,Young Adult,,,1,Biracial or Multiracial,,,0.6952,Female,,,1,,Full body shot,,,0.6573,Standing,,,1,,,beauty|fashion||||Standing

1191980364,FALSE,finalized,3,3/30/17 16:00,beauty,0.3606,""""": 0.349
"""": 0.291
""beauty"": 0.361
",fashion,0.3606,""""": 0.349
"""": 0.291
""fashion"": 0.361
",,,,,,,,0.6394,""""": 0.639
""fashion"": 0.361
",,1,""""": 1.0
",neutral,0.6514,""""": 0.349
""neutral"": 0.651
",FALSE,3/22/17 17:13,3,1178717310,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,semi identifiable,,,0.6702,"""semi identifiable"": 0.67
""identifiable"": 0.33
",,,,1,,,,,,, people,,,0.6619,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/a/d/c/TRU1400587.jpg,,,FALSE,3/10/17 22:53,3,1177858317,finalized,,,TRU1400587,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191980367,FALSE,finalized,3,3/30/17 15:15,beauty,0.6544,"""beauty"": 0.654
"""": 0.346
",fashion,0.6544,"""fashion"": 0.654
"""": 0.346
",,,,,,,,0.6774,"""fashion"": 0.323
"""": 0.677
",,1,""""": 1.0
",,0.3456,"""excitement"": 0.323
""stress"": 0.332
"""": 0.346
",FALSE,3/22/17 16:59,3,1178717314,finalized,Yes,,,1,Maybe / ,,,0.5094,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6741,"""identifiable"": 0.674
""unidentifiable"": 0.326
",,,,1,,Group,,,0.6856,,3 people or more,,,0.6856,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/d/b/b/TRU1400593.jpg,,,FALSE,3/10/17 22:56,3,1177858323,finalized,,,TRU1400593,Young Adult,,,0.6856,Black or African Descent,,,0.6636,Female,,,1,,Half length shot,,,0.6856,Standing,,,1,,,beauty|fashion||||Standing

1191980397,FALSE,finalized,3,3/30/17 15:44,beauty,0.6681,""""": 0.332
""beauty"": 0.668
",fashion,0.3474,""""": 0.332
"""": 0.321
""fashion"": 0.347
",,,,,,,,0.6526,""""": 0.653
""fashion"": 0.347
",,1,""""": 1.0
",,0.6526,""""": 0.653
""neutral"": 0.347
",FALSE,3/22/17 17:35,3,1178717346,finalized,Yes,,,0.6854,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6857,"""identifiable"": 0.686
""unidentifiable"": 0.314
",,,,0.6854,,,,,,,1 person,,,0.6854,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/8/1/e/TRU1400774.jpg,,,FALSE,3/10/17 22:54,3,1177858362,finalized,,,TRU1400774,Young Adult,,,0.3477,White or Caucasian,,,0.6854,Female,,,0.6854,,Full body shot,,,0.6854,Standing,,,0.6854,,,beauty|fashion||||Standing

1191980398,FALSE,finalized,3,3/30/17 15:39,beauty,0.6583,""""": 0.342
""beauty"": 0.658
",fashion,0.6583,""""": 0.342
""fashion"": 0.658
",,,,,,,,0.6997,""""": 0.7
""fashion"": 0.3
",,0.6997,""""": 0.7
""relaxing"": 0.3
",neutral,1,"""neutral"": 1.0
"""": 0.358
"""": 0.358
",FALSE,3/22/17 17:22,3,1178717347,finalized,Yes,,,1,Yes,,,0.3396,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6647,"""identifiable"": 0.665
""semi identifiable"": 0.335
",,,,1,,Group,,,0.6604,,3 people or more,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/e/7/a/9/TRU1400775.jpg,,,FALSE,3/10/17 22:55,3,1177858363,finalized,,,TRU1400775,Young Adult,,,0.6792,,,,0.6792,Male,,,0.6604,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191980403,FALSE,finalized,3,3/30/17 15:31,beauty,0.6799,"""beauty"": 0.68
"""": 0.32
",fashion,0.6707,"""fashion"": 0.671
"""": 0.329
",,,,,,,,0.6799,"""fashion"": 0.671
"""": 0.68
",,1,""""": 1.0
",,1,"""neutral"": 0.351
"""": 1.0
",FALSE,3/22/17 16:53,3,1178717352,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/b/0/d/TRU1401446.jpg,,,FALSE,3/10/17 22:58,3,1177858368,finalized,,,TRU1401446,Mid Adult,,,0.656,White or Caucasian,,,1,Male,,,1,,Head and shoulders,,,1,Standing,,,0.6819,,,beauty|fashion||||Standing

1191980405,FALSE,finalized,3,3/30/17 15:20,beauty,0.674,"""beauty"": 0.674
"""": 0.326
",fashion,0.674,"""fashion"": 0.674
"""": 0.326
",,0,,,,,,1,""""": 1.0
""fashion"": 0.341
",,0.674,""""": 0.674
""walking"": 0.667
"""": 0.341
",,0.674,"""neutral"": 0.333
"""": 0.674
"""": 0.333
""surprise"": 0.341
""confusion"": 0.341
""happiness"": 0.326
",FALSE,3/22/17 17:23,3,1178717354,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6667,"""semi identifiable"": 0.333
""identifiable"": 0.667
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/a/9/c/TRU1401448.jpg,,,FALSE,3/10/17 22:58,3,1177858370,finalized,,,TRU1401448,Mid Adult,,,0.6634,White or Caucasian,,,0.6778,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191980414,FALSE,finalized,3,3/30/17 15:37,beauty,0.373,"""beauty"": 0.373
"""": 0.307
"""": 0.32
",fashion,0.373,"""fashion"": 0.373
"""": 0.307
"""": 0.32
",,,,,,,,0.6803,""""": 0.68
""relaxation"": 0.32
",,0.6803,""""": 0.68
""relaxing"": 0.32
",,0.6803,""""": 0.68
""neutral"": 0.32
",FALSE,3/22/17 17:12,3,1178717363,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,unidentifiable,,,1,"""unidentifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/b/1/6/TRU1401658.jpg,,,FALSE,3/10/17 23:02,3,1177858379,finalized,,,TRU1401658,Young Adult,,,0.6724,White or Caucasian,,,1,Male,,,1,,Full body shot,,,0.6507,Standing,,,1,,,beauty|fashion||||Standing

1191980417,FALSE,finalized,3,3/30/17 15:26,beauty,1,"""beauty"": 1.0
",fashion,0.6593,"""fashion"": 0.659
"""": 0.341
",,,,,,,,0.6813,""""": 0.681
""fashion"": 0.319
""travel"": 0.341
""relaxation"": 0.341
",,0.6813,""""": 0.681
""relaxing"": 0.659
",,0.6813,""""": 0.681
""neutral"": 0.659
",FALSE,3/22/17 17:34,3,1178717366,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,unidentifiable,,,0.6723,"""unidentifiable"": 0.672
""semi identifiable"": 0.328
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/c/2/9/5/TRU1401661.jpg,,,FALSE,3/10/17 22:56,3,1177858382,finalized,,,TRU1401661,Young Adult,,,1,White or Caucasian,,,0.6614,Male,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191980424,FALSE,finalized,3,3/30/17 15:35,beauty,0.6857,""""": 0.314
""beauty"": 0.686
",fashion,0.6857,""""": 0.314
""fashion"": 0.686
",,,,,,,,1,""""": 1.0
""work"": 0.343
""events"": 0.343
""fashion"": 0.343
""relaxation"": 0.343
",,1,""""": 1.0
""hugging"": 0.343
""relaxing"": 0.686
",,1,""""": 1.0
""laughter"": 0.343
""excitement"": 0.343
""neutral"": 0.343
",FALSE,3/22/17 16:58,3,1178717373,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/2/b/d/TRU1401704.jpg,,,FALSE,3/10/17 23:02,3,1177858389,finalized,,,TRU1401704,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Sitting,,,0.6877,,,beauty|fashion||||Sitting

1191980429,FALSE,finalized,3,3/30/17 15:19,beauty,0.3478,""""": 0.333
"""": 0.319
""beauty"": 0.348
",fashion,0.6667,""""": 0.333
""fashion"": 0.667
",,,,,,,,0.6812,""""": 0.681
""fashion"": 0.667
",,0.6812,""""": 0.681
""walking"": 0.667
",,0.6812,""""": 0.681
""neutral"": 0.667
""excitement"": 0.348
",FALSE,3/22/17 16:59,3,1178717378,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/3/8/f/TRU1401709.jpg,,,FALSE,3/10/17 22:49,3,1177858394,finalized,,,TRU1401709,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,0.7183,Standing,,,0.6324,,,beauty|fashion||||Standing

1191980446,FALSE,finalized,3,3/30/17 15:20,beauty,0.674,"""beauty"": 0.674
"""": 0.326
",fashion,1,"""fashion"": 1.0
",,0,,,,,,0.674,""""": 0.674
""fashion"": 0.667
",,1,""""": 1.0
""walking"": 0.341
"""": 0.341
",neutral,1,"""neutral"": 1.0
"""": 0.674
"""": 0.333
",FALSE,3/22/17 16:57,3,1178717394,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6647,"""identifiable"": 0.665
""semi identifiable"": 0.335
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/7/b/0/TRU1401725.jpg,,,FALSE,3/10/17 22:59,3,1177858410,finalized,,,TRU1401725,Young Adult,,,0.6657,White or Caucasian,,,1,Male,,,1,,Full body shot,,,0.6657,Standing,,,1,,,beauty|fashion||||Standing

1191980571,FALSE,finalized,3,3/30/17 15:07,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.3543,""""": 0.354
""fashion"": 0.315
""fitness"": 0.331
",swimming,0.3543,"""swimming"": 0.354
""relaxing"": 0.315
"""": 0.331
",,0.3543,""""": 0.354
""neutral"": 0.315
""happiness"": 0.331
",FALSE,3/22/17 17:09,3,1178717412,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/2/3/5/e/TRU1401743.jpg,,,FALSE,3/10/17 22:47,3,1177858428,finalized,,,TRU1401743,Young Adult,,,1,White or Caucasian,,,1,Male,,,1,,Half length shot,,,0.6479,Lying Down,,,0.6982,,,beauty|fashion|||swimming|Lying Down

1191980584,FALSE,finalized,3,3/30/17 15:48,beauty,0.6441,""""": 0.356
""beauty"": 0.644
",fashion,0.6441,""""": 0.356
""fashion"": 0.644
",,,,,,,,0.7119,""""": 0.712
""fashion"": 0.288
",,1,""""": 1.0
",,0.7119,""""": 0.712
""neutral"": 0.288
",FALSE,3/22/17 17:15,3,1178717425,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
