_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,which_of_the_following_colors_are_featured_prominently_in_the_color_scheme_of_the_room,which_of_the_following_colors_are_featured_prominently_in_the_color_scheme_of_the_room:confidence,which_of_the_following_colors_are_featured_prominently_in_the_color_scheme_of_the_room:confidence_summary,which_of_these_furniture_types_are_depicted_in_the_image,which_of_these_furniture_types_are_depicted_in_the_image:confidence,which_of_these_furniture_types_are_depicted_in_the_image:confidence_summary,which_of_these_items_are_a_main_focus_in_the_image,which_of_these_items_are_a_main_focus_in_the_image:confidence,which_of_these_items_are_a_main_focus_in_the_image:confidence_summary,which_of_these_items_are_featured_prominently_in_the_image,which_of_these_items_are_featured_prominently_in_the_image:confidence,which_of_these_items_are_featured_prominently_in_the_image:confidence_summary,which_of_these_rooms_is_depicted_in_the_image,which_of_these_rooms_is_depicted_in_the_image:confidence,which_of_these_rooms_is_depicted_in_the_image:confidence_summary,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,are_there_people_in_the_image,are_there_people_in_the_image_gold,are_there_people_in_the_image_gold_reason,are_there_people_in_the_imageconfidence,are_there_people_in_the_imageconfidence_summary,batch_num,can_you_clearly_see_the_persons__peoples_faces,can_you_clearly_see_the_persons__peoples_faces_gold,can_you_clearly_see_the_persons__peoples_faces_gold_reason,can_you_clearly_see_the_persons__peoples_facesconfidence,can_you_clearly_see_the_persons__peoples_facesconfidence_summary,cant_access,cant_access_gold,cant_accessconfidence,code,image_url,nil,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,orig_was_the_image_taken_in_a_photo_studio,orig_what_color_is_the_background,_indoor_location,_indoor_location_gold,_indoor_location_gold_reason,system_identifier,was_the_image_taken_in_a_photo_studio,was_the_image_taken_in_a_photo_studio_gold,was_the_image_taken_in_a_photo_studioconfidence,was_the_image_taken_in_a_photo_studioconfidence_summary,was_the_image_taken_indoors_or_outdoors,was_the_image_taken_indoors_or_outdoors_gold,was_the_image_taken_indoors_or_outdoorsconfidence,was_the_image_taken_indoors_or_outdoorsconfidence_summary,what_color_is_the_background,what_color_is_the_background_gold,what_color_is_the_backgroundconfidence,what_color_is_the_backgroundconfidence_summary,what_does_the_image_focus_on,what_does_the_image_focus_on_gold,what_does_the_image_focus_onconfidence,what_season_does_it_appear_to_be_in_the_image,what_season_does_it_appear_to_be_in_the_image_gold,what_season_does_it_appear_to_be_in_the_imageconfidence,what_season_does_it_appear_to_be_in_the_imageconfidence_summary,what_time_of_day_is_it_in_the_image,what_time_of_day_is_it_in_the_image_gold,what_time_of_day_is_it_in_the_imageconfidence,what_time_of_day_is_it_in_the_imageconfidence_summary,what_type_of_setting_does_the_image_take_place_in,what_type_of_setting_does_the_image_take_place_in_gold,what_type_of_setting_does_the_image_take_place_in_gold_reason,what_type_of_setting_does_the_image_take_place_inconfidence,which_of_the_following_colors_are_featured_prominently_in_the_color_scheme_of_the_room_gold,which_of_these_furniture_types_are_depicted_in_the_image_gold,which_of_these_items_are_a_main_focus_in_the_image_gold,which_of_these_items_are_featured_prominently_in_the_image_gold,which_of_these_rooms_is_depicted_in_the_image_gold,Keywords
""decor"": 0.339
"""": 0.355
",,0,,,0.6947,""""": 0.695
"""": 0.305
",FALSE,3/22/17 17:01,3,1178725614,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/0/3/9/TRU1444278.jpg,,FALSE,3/10/17 22:54,3,1177859720,finalized,,,,,,TRU1444278,,,,,,,,,,,,,interiors,,0.7045,,,,,,,,,,,,,,,,,,||walls|||||interiors|

1192030698,FALSE,finalized,3,3/28/17 19:59,,0.642,""""": 0.642
""white"": 0.358
",,,,walls,0.6649,"""walls"": 0.665
""decor"": 0.307
"""": 0.335
",,0,,,1,""""": 1.0
",FALSE,3/22/17 16:42,3,1178725615,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/1/f/e/d/TRU1444282.jpg,,FALSE,3/10/17 22:48,3,1177859721,finalized,,,,,,TRU1444282,,,,,,,,,,,,,interiors,,0.6517,,,,,,,,,,,,,,,,,,||walls|||||interiors|

1192030699,FALSE,finalized,3,3/28/17 19:58,,0.6745,""""": 0.674
""brown"": 0.326
"""": 0.326
",,0,,walls,0.6761,"""walls"": 0.676
""furniture"": 0.326
""decor"": 0.649
",,0,,,0.6494,"""hallway"": 0.351
"""": 0.649
",FALSE,3/22/17 16:28,3,1178725616,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/a/5/8/TRU1444283.jpg,,FALSE,3/10/17 22:47,3,1177859722,finalized,,,,,,TRU1444283,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,||walls|||||interiors|

1192030700,FALSE,finalized,3,3/28/17 19:51,blue,0.6639,"""blue"": 0.664
""gray"": 0.336
",table,1,"""table"": 1.0
",furniture,1,"""furniture"": 1.0
""lighting"": 0.336
"""": 0.336
",,,,,0.3361,""""": 0.336
""hallway"": 0.328
""entranceway"": 0.336
",FALSE,3/22/17 16:36,3,1178725627,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/d/d/8/TRU1444625.jpg,,FALSE,3/10/17 22:47,3,1177859750,finalized,,,,,,TRU1444625,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,blue|table|furniture|||||interiors|

1192030701,FALSE,finalized,3,3/28/17 19:54,white,0.6937,"""white"": 0.694
""blue"": 0.306
",,0,,decor,0.6937,"""decor"": 0.694
""walls"": 0.664
""furniture"": 0.357
",painting,0.6937,"""painting"": 0.694
",,1,""""": 1.0
",FALSE,3/22/17 17:19,3,1178725629,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/0/0/a/4/TRU1444627.jpg,,FALSE,3/10/17 22:57,3,1177859752,finalized,,,,,,TRU1444627,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,white||decor|painting||||interiors|

1192030702,FALSE,finalized,3,3/28/17 20:06,blue,0.6702,"""blue"": 0.67
""gray"": 0.33
",chair,1,"""chair"": 1.0
",furniture,1,"""furniture"": 1.0
""decor"": 0.33
",,0,,living_room,0.6702,"""living_room"": 0.67
"""": 0.33
",FALSE,3/22/17 16:38,3,1178725632,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/7/6/7/TRU1444630.jpg,,FALSE,3/10/17 22:59,3,1177859755,finalized,,,,,,TRU1444630,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,blue|chair|furniture||living_room|||interiors|

1192030703,FALSE,finalized,3,3/28/17 19:59,gray,0.6782,""""": 0.322
""gray"": 0.678
""brown"": 0.336
""white"": 0.336
",,,,appliances,1,"""appliances"": 1.0
""decor"": 0.336
",,0,,,1,""""": 1.0
""living_room"": 0.336
",FALSE,3/22/17 16:29,3,1178725636,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/1/3/7/TRU1444634.jpg,,FALSE,3/10/17 23:03,3,1177859759,finalized,,,,,,TRU1444634,,,,,,,,,,,,,interiors,,0.6662,,,,,,,,,,,,,,,,,,gray||appliances|||||interiors|

1192030704,FALSE,finalized,3,3/28/17 20:23,black,0.3628,""""": 0.334
""brown"": 0.303
""black"": 0.363
",,0.3628,""""": 0.363
",furniture,0.3628,"""appliances"": 0.334
"""": 0.334
"""": 0.334
""walls"": 0.303
""furniture"": 0.363
",,,,hallway,0.3628,"""utility_space"": 0.334
"""": 0.303
""hallway"": 0.363
",FALSE,3/22/17 16:35,3,1178725638,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/7/c/c/TRU1444636.jpg,,FALSE,3/10/17 22:57,3,1177859761,finalized,,,,,,TRU1444636,,,,,,,,,,,,,interiors,,0.6699,,,,,,,,,,,,,,,,,,black||furniture||hallway|||interiors|

1192030705,FALSE,finalized,3,3/28/17 19:57,blue,1,"""black"": 0.312
""blue"": 1.0
",,0,,appliances,0.6879,"""furniture"": 0.656
""walls"": 0.312
""appliances"": 0.688
",,,,living_room,1,"""living_room"": 1.0
",FALSE,3/22/17 16:32,3,1178725642,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/7/8/e/TRU1444640.jpg,,FALSE,3/10/17 22:53,3,1177859765,finalized,,,,,,TRU1444640,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,blue||appliances||living_room|||interiors|

1192030706,FALSE,finalized,3,3/28/17 20:18,white,1,"""white"": 1.0
""brown"": 0.347
",table,1,"""table"": 1.0
""chair"": 1.0
",furniture,1,"""furniture"": 1.0
""floor"": 0.677
",,,,bedroom,0.3474,""""": 0.329
""bedroom"": 0.347
""home_office"": 0.323
",FALSE,3/22/17 16:31,3,1178725649,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/1/5/7/4/TRU1444678.jpg,,FALSE,3/10/17 22:55,3,1177859773,finalized,,,,,,TRU1444678,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,white|table|furniture||bedroom|||interiors|

1192030707,FALSE,finalized,3,3/28/17 20:05,,0.661,""""": 0.661
""blue"": 0.339
""white"": 0.339
",,,,walls,0.339,""""": 0.322
"""": 0.339
""floor"": 0.339
""walls"": 0.339
",,,,,0.678,"""outdoor_space"": 0.322
"""": 0.678
",FALSE,3/22/17 16:29,3,1178725650,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/1/1/3/TRU1444679.jpg,,FALSE,3/10/17 22:51,3,1177859774,finalized,,,,,,TRU1444679,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,||walls|||||interiors|

1192030708,FALSE,finalized,3,3/28/17 19:56,,0.6456,""""": 0.646
""brown"": 0.354
"""": 0.354
",,,,floor,0.6653,""""": 0.335
""floor"": 0.665
"""": 0.354
",,,,,1,""""": 1.0
"""": 0.354
",FALSE,3/22/17 16:35,3,1178725654,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/7/4/1/TRU1444683.jpg,,FALSE,3/10/17 22:52,3,1177859778,finalized,,,,,,TRU1444683,,,,,,,,,,,,,interiors,,0.3477,,,,,,,,,,,,,,,,,,||floor|||||interiors|

1192030709,FALSE,finalized,3,3/28/17 19:54,,0.3495,"""gray"": 0.301
""white"": 0.301
""brown"": 0.35
"""": 0.35
",,,,windows,0.6505,"""walls"": 0.65
""windows"": 0.65
""floor"": 0.35
",,,,,0.6505,""""": 0.65
""utility_space"": 0.35
",FALSE,3/22/17 16:35,3,1178725655,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/a/6/2/f/TRU1444684.jpg,,FALSE,3/10/17 23:01,3,1177859779,finalized,,,,,,TRU1444684,,,,,,,,,,,,,interiors,,0.6667,,,,,,,,,,,,,,,,,,||windows|||||interiors|

1192030710,FALSE,finalized,3,3/28/17 20:32,brown,0.6589,"""brown"": 0.659
""black"": 0.341
""white"": 0.341
",,,,,0.3411,"""floor"": 0.322
""walls"": 0.322
"""": 0.337
"""": 0.341
",,,,,0.6632,""""": 0.663
"""": 0.337
",FALSE,3/22/17 16:35,3,1178725656,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/1/c/9/TRU1444685.jpg,,FALSE,3/10/17 22:51,3,1177859780,finalized,,,,,,TRU1444685,,,,,,,,,,,,,interiors,,0.3404,,,,,,,,,,,,,,,,,,brown|||||||interiors|

1192030711,FALSE,finalized,3,3/28/17 19:48,brown,1,"""brown"": 1.0
",chair,0.6889,"""chair"": 0.689
""couch"": 0.311
",furniture,1,"""furniture"": 1.0
""walls"": 0.311
",,,,living_room,0.6889,"""living_room"": 0.689
""bedroom"": 0.311
",FALSE,3/22/17 16:34,3,1178725746,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/1/b/0/a/TRU1454424.jpg,,FALSE,3/10/17 22:58,3,1177859981,finalized,,,,,,TRU1454424,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown|chair|furniture||living_room|||interiors|

1192030712,FALSE,finalized,3,3/28/17 19:50,,0.3389,"""white"": 0.334
"""": 0.327
"""": 0.339
",,0,,decor,0.6726,"""decor"": 0.673
""walls"": 0.327
"""": 0.327
""furniture"": 0.339
",painting,0.6726,"""painting"": 0.673
",,1,""""": 1.0
",FALSE,3/22/17 16:29,3,1178725765,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/2/f/d/3/TRU1454829.jpg,,FALSE,3/10/17 22:56,3,1177860092,finalized,,,,,,TRU1454829,,,,,,,,,,,,,interiors,,0.6525,,,,,,,,,,,,,,,,,,||decor|painting||||interiors|

1192030713,FALSE,finalized,3,3/28/17 19:45,red,0.6512,"""brown"": 0.349
""red"": 0.651
",,0,,decor,0.3488,"""decor"": 0.349
""furniture"": 0.311
""walls"": 0.34
",statue,0.3488,"""statue"": 0.349
""photograph"": 0.349
",,1,""""": 1.0
",FALSE,3/22/17 16:24,3,1178725776,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/f/5/7/TRU1456976.jpg,,FALSE,3/10/17 22:59,3,1177860319,finalized,,,,,,TRU1456976,,,,,,,,,,,,,interiors,,0.3601,,,,,,,,,,,,,,,,,,red||decor|statue||||interiors|

1192030715,FALSE,finalized,3,3/28/17 19:50,brown,1,"""brown"": 1.0
",couch,1,"""couch"": 1.0
""table"": 0.7
""chair"": 1.0
",furniture,1,"""furniture"": 1.0
""floor"": 0.326
""walls"": 0.326
""windows"": 0.326
""lighting"": 0.626
""decor"": 0.326
",,0,,living_room,1,"""living_room"": 1.0
""dining_area"": 0.3
",FALSE,3/22/17 16:34,3,1178725777,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/c/d/a/TRU1456977.jpg,,FALSE,3/10/17 22:51,3,1177860320,finalized,,,,,,TRU1456977,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown|couch|furniture||living_room|||interiors|

1192030716,FALSE,finalized,3,3/28/17 20:02,brown,1,"""brown"": 1.0
",couch,0.6596,"""couch"": 0.66
""table"": 0.34
""chair"": 0.34
",furniture,0.6596,"""furniture"": 0.66
""lighting"": 0.34
""decor"": 0.34
",,0,,living_room,1,"""living_room"": 1.0
",FALSE,3/22/17 16:33,3,1178725779,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/9/8/4/TRU1456982.jpg,,FALSE,3/10/17 23:03,3,1177860322,finalized,,,,,,TRU1456982,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown|couch|furniture||living_room|||interiors|

1192030717,FALSE,finalized,3,3/28/17 20:38,white,0.6538,"""brown"": 0.308
""orange"": 0.308
""white"": 0.654
""pink"": 0.346
",,0.3462,"""table"": 0.308
"""": 0.346
",furniture,0.6538,"""furniture"": 0.654
""lighting"": 0.346
",,,,bathroom,1,"""bathroom"": 1.0
",FALSE,3/22/17 16:23,3,1178725780,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/1/2/7/2/TRU1456987.jpg,,FALSE,3/10/17 22:42,3,1177860324,finalized,,,,,,TRU1456987,,,,,,,,,,,,,interiors,,0.6838,,,,,,,,,,,,,,,,,,white||furniture||bathroom|||interiors|

1192030718,FALSE,finalized,3,3/28/17 19:48,white,1,"""white"": 1.0
",bed,1,"""bed"": 1.0
""table"": 0.32
",furniture,1,"""furniture"": 1.0
",,,,bedroom,1,"""bedroom"": 1.0
",FALSE,3/22/17 16:47,3,1178725781,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/6/0/5/TRU1456989.jpg,,FALSE,3/10/17 22:57,3,1177860325,finalized,,,,,,TRU1456989,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,white|bed|furniture||bedroom|||interiors|

1192030719,FALSE,finalized,3,3/28/17 19:47,,1,""""": 1.0
",,,,lighting,0.6717,"""lighting"": 0.672
"""": 0.328
",,,,,1,""""": 1.0
",FALSE,3/22/17 16:34,3,1178725782,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/f/0/2/TRU1456991.jpg,,FALSE,3/10/17 22:58,3,1177860326,finalized,,,,,,TRU1456991,,,,,,,,,,,,,interiors,,0.7059,,,,,,,,,,,,,,,,,,||lighting|||||interiors|

1192030720,FALSE,finalized,3,3/28/17 20:00,blue,0.6576,""""": 0.342
""blue"": 0.658
",,,,appliances,0.6911,"""appliances"": 0.691
""lighting"": 0.309
",,,,,1,""""": 1.0
",FALSE,3/22/17 16:25,3,1178725785,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/a/6/2/TRU1456998.jpg,,FALSE,3/10/17 22:58,3,1177860329,finalized,,,,,,TRU1456998,,,,,,,,,,,,,interiors,,0.6555,,,,,,,,,,,,,,,,,,blue||appliances|||||interiors|

1192030721,FALSE,finalized,3,3/28/17 19:55,brown,0.7,"""brown"": 0.7
""black"": 0.3
""white"": 0.3
",,,,decor,0.36,""""": 0.34
""decor"": 0.36
""floor"": 0.3
""walls"": 0.3
",statue,0.36,"""statue"": 0.36
",living_room,0.7,"""living_room"": 0.7
""hallway"": 0.3
""outdoor_space"": 0.3
",FALSE,3/22/17 16:35,3,1178725786,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/a/a/3/TRU1457001.jpg,,FALSE,3/10/17 22:56,3,1177860330,finalized,,,,,,TRU1457001,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown||decor|statue|living_room|||interiors|

1192030722,FALSE,finalized,3,3/28/17 19:51,white,1,"""white"": 1.0
",couch,1,"""couch"": 1.0
""chair"": 0.33
""table"": 0.299
",furniture,1,"""furniture"": 1.0
""walls"": 0.371
",,,,living_room,1,"""living_room"": 1.0
",FALSE,3/22/17 16:43,3,1178725787,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/9/1/a/TRU1457006.jpg,,FALSE,3/10/17 22:49,3,1177860332,finalized,,,,,,TRU1457006,,,,,,,,,,,,,interiors,,0.6784,,,,,,,,,,,,,,,,,,white|couch|furniture||living_room|||interiors|

1192030723,FALSE,finalized,3,3/28/17 19:50,black,0.6394,"""black"": 0.639
""gray"": 0.361
",,,,appliances,1,"""appliances"": 1.0
",,,,living_room,1,"""living_room"": 1.0
",FALSE,3/22/17 16:26,3,1178725789,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/f/5/8/TRU1457014.jpg,,FALSE,3/10/17 22:56,3,1177860335,finalized,,,,,,TRU1457014,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,black||appliances||living_room|||interiors|

1192030724,FALSE,finalized,3,3/28/17 19:59,brown,1,"""brown"": 1.0
""white"": 0.677
""black"": 0.318
",couch,1,"""couch"": 1.0
""chair"": 0.641
""shelving"": 0.323
",furniture,1,"""furniture"": 1.0
""lighting"": 0.682
""floor"": 0.323
""walls"": 0.323
""windows"": 0.323
""decor"": 0.323
",,0,,living_room,1,"""living_room"": 1.0
",FALSE,3/22/17 16:27,3,1178725792,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/b/2/0/TRU1457021.jpg,,FALSE,3/10/17 22:58,3,1177860338,finalized,,,,,,TRU1457021,,,,,,,,,,,,,interiors,,0.6932,,,,,,,,,,,,,,,,,,brown|couch|furniture||living_room|||interiors|

1192030725,FALSE,finalized,3,3/28/17 20:00,yellow,0.6946,""""": 0.305
""yellow"": 0.695
""brown"": 0.347
",,0,,lighting,0.3473,""""": 0.305
""lighting"": 0.347
""furniture"": 0.347
",,,,,1,""""": 1.0
",FALSE,3/22/17 16:29,3,1178725793,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/d/3/a/TRU1457023.jpg,,FALSE,3/10/17 22:56,3,1177860339,finalized,,,,,,TRU1457023,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,yellow||lighting|||||interiors|

1192030726,FALSE,finalized,3,3/28/17 19:46,brown,1,"""brown"": 1.0
",,,,lighting,0.6959,"""floor"": 0.304
""walls"": 0.304
""lighting"": 0.696
",,,,hallway,0.6959,""""": 0.304
""hallway"": 0.696
",FALSE,3/22/17 16:29,3,1178725794,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/e/6/d/TRU1457026.jpg,,FALSE,3/10/17 23:06,3,1177860340,finalized,,,,,,TRU1457026,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown||lighting||hallway|||interiors|

1192030727,FALSE,finalized,3,3/28/17 19:48,black,0.6352,"""black"": 0.635
""brown"": 0.365
",,,,floor,0.6828,"""floor"": 0.683
"""": 0.317
",,,,,0.6352,""""": 0.635
"""": 0.365
",FALSE,3/22/17 16:35,3,1178725795,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/0/a/4/TRU1457029.jpg,,FALSE,3/10/17 22:51,3,1177860341,finalized,,,,,,TRU1457029,,,,,,,,,,,,,interiors,,0.3333,,,,,,,,,,,,,,,,,,black||floor|||||interiors|

1192030728,FALSE,finalized,3,3/28/17 20:07,brown,1,"""brown"": 1.0
""white"": 0.359
",couch,0.6807,"""bed"": 0.359
""couch"": 0.681
""table"": 0.641
",furniture,1,"""furniture"": 1.0
",,,,,0.6788,""""": 0.679
""living_room"": 0.321
",FALSE,3/22/17 16:35,3,1178725797,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/e/9/e/TRU1457033.jpg,,FALSE,3/10/17 23:02,3,1177860343,finalized,,,,,,TRU1457033,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown|couch|furniture|||||interiors|

1192030729,FALSE,finalized,3,3/28/17 19:54,blue,1,"""blue"": 1.0
""white"": 0.335
",,0,,walls,0.665,""""": 0.335
""walls"": 0.665
""windows"": 0.315
""furniture"": 0.35
""floor"": 0.35
",,,,,0.6499,""""": 0.65
""entranceway"": 0.35
",FALSE,3/22/17 16:30,3,1178725798,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/f/b/b/TRU1457038.jpg,,FALSE,3/10/17 22:50,3,1177860345,finalized,,,,,,TRU1457038,,,,,,,,,,,,,interiors,,0.6845,,,,,,,,,,,,,,,,,,blue||walls|||||interiors|

1192030730,FALSE,finalized,3,3/28/17 20:02,white,0.7031,"""white"": 0.703
"""": 0.297
",bed,0.7031,"""bed"": 0.703
",furniture,0.7031,"""furniture"": 0.703
"""": 0.297
",,,,bedroom,1,"""bedroom"": 1.0
",FALSE,3/22/17 16:33,3,1178725799,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/2/8/0/1/TRU1457040.jpg,,FALSE,3/10/17 23:03,3,1177860346,finalized,,,,,,TRU1457040,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,white|bed|furniture||bedroom|||interiors|

1192030731,FALSE,finalized,3,3/28/17 19:51,blue,0.6937,""""": 0.306
""blue"": 0.694
",,,,decor,0.7027,"""floor"": 0.306
""walls"": 0.604
""decor"": 0.703
",painting,0.7027,"""painting"": 0.703
",,0.7027,""""": 0.703
""dining_area"": 0.297
",FALSE,3/22/17 16:36,3,1178725802,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/5/0/e/TRU1457055.jpg,,FALSE,3/10/17 22:53,3,1177860352,finalized,,,,,,TRU1457055,,,,,,,,,,,,,interiors,,0.6667,,,,,,,,,,,,,,,,,,blue||decor|painting||||interiors|

1192030874,FALSE,finalized,3,3/28/17 19:49,brown,0.6808,""""": 0.319
""brown"": 0.681
",table,0.6888,"""table"": 0.689
""chair"": 0.681
",furniture,1,"""furniture"": 1.0
",,,,dining_area,0.6808,"""kitchen"": 0.319
""dining_area"": 0.681
",FALSE,3/22/17 16:36,3,1178725804,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/d/4/5/TRU1457059.jpg,,FALSE,3/10/17 22:49,3,1177860354,finalized,,,,,,TRU1457059,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown|table|furniture||dining_area|||interiors|

1192030875,FALSE,finalized,3,3/28/17 20:33,blue,0.6701,"""green"": 0.33
""blue"": 0.67
""brown"": 0.364
",,0,,decor,1,"""decor"": 1.0
""furniture"": 0.67
""walls"": 0.364
",painting,1,"""painting"": 1.0
""photograph"": 0.364
",dining_area,0.3636,""""": 0.33
""dining_area"": 0.364
""utility_space"": 0.307
",FALSE,3/22/17 16:39,3,1178725806,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/d/2/5/TRU1457068.jpg,,FALSE,3/10/17 22:58,3,1177860358,finalized,,,,,,TRU1457068,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,blue||decor|painting|dining_area|||interiors|

1192030876,FALSE,finalized,3,3/28/17 19:56,white,0.6592,""""": 0.341
""white"": 0.659
""brown"": 0.321
",bed,1,"""bed"": 1.0
""chair"": 0.321
",furniture,1,"""furniture"": 1.0
""walls"": 0.679
",,,,bedroom,1,"""bedroom"": 1.0
",FALSE,3/22/17 16:33,3,1178725809,finalized,without people,,,1,"""without people"": 1.0
